id,word,detail,code
1477,engineer,engine,12
1478,englisher,"Mid 17th century. Partly from English + -er, and partly from English + -er.",2
1479,epater,French.,2
1480,ephor,"From Greek ephoros ‘overseer’, from epi ‘above’ + the base of horan ‘see’.",2
1481,equator,equate,12
1482,error,err,12
1483,escalator,"Early 20th century (originally US, as a trade name): from escalade ‘climb a wall by ladder’ (from escalade), on the pattern of elevator.",2
1484,eschar,"Late Middle English: from French eschare or late Latin eschara ‘scar or scab’, from Greek (see also scar).",2
1485,esker,Mid 19th century: from Irish eiscir.,2
1486,espalier,"Mid 17th century: from French, from Italian spalliera, from spalla ‘shoulder’, from Latin spatula (see spatula), in late Latin ‘shoulder blade’.",2
1487,ester,"Mid 19th century: from German, probably from a blend of Essig ‘vinegar’ and Äther ‘ether’.",2
1488,ether,"Late Middle English: from Old French, or via Latin from Greek aithēr ‘upper air’, from the base of aithein ‘burn, shine’. Originally the word denoted a substance believed to occupy space beyond the sphere of the moon. ether (sense 3) arose in the mid 17th century and ether (sense 1) in the mid 18th century.",2
1489,etrier,1950s: from French étrier ‘stirrup’.,2
1490,eventer,"1970s: from event, in three-day event (see eventing).",2
1491,ever,"Old English ǣfre, of unknown origin.",2
1492,ewer,"Late Middle English: from Anglo-Norman French, variant of Old French aiguiere, based on Latin aquarius ‘of water’, from aqua ‘water’.",2
1493,examinator,"Late 15th century; earliest use found in William Caxton (1415x24–1492), printer, merchant, and diplomat. From post-classical Latin examinator investigator, explorer (early 3rd cent. in Tertullian), judge, academic examiner, assayer from classical Latin exāmināt-, past participial stem of exāmināre + -or.",2
1494,excelsior,"Late 18th century (as an exclamation): from Latin, comparative of excelsus, from ex- ‘out, beyond’ + celsus ‘lofty’.",2
1495,exchequer,"Middle English: from Old French eschequier, from medieval Latin scaccarium ‘chessboard’, from scaccus (see check). The original sense was ‘chessboard’. Current senses derive from the Norman department of state dealing with the royal revenues, named Exchequer from the chequered tablecloth on which accounts were kept by means of counters. The spelling was influenced by Latin ex- ‘out’ (see ex). Compare with chequer.",2
1496,excimer,1960s: blend of excited and dimer.,2
1497,executor,execute,12
1498,exemplar,"Late Middle English: from Old French exemplaire, from late Latin exemplarium, from Latin exemplum ‘sample, imitation’ (see example).",2
1499,exemplifier,Mid 16th century (in an earlier sense). From exemplify + -er.,2
1500,expositor,"Middle English: via Old French or late Latin, from Latin exposit- ‘exposed, explained’, from exponere (see expound).",2
1501,extensor,extend,12
1502,exterior,"Early 16th century: from Latin, comparative of exter ‘outer’.",2
1503,eyer,"Early 17th century; earliest use found in Randle Cotgrave (fl. 1587–?1630), lexicographer. From eye + -er.",2
1504,factor,"Late Middle English (meaning ‘doer’, also in the Scots sense ‘agent’): from French facteur or Latin factor, from fact- ‘done’, from the verb facere.",2
1505,falconer,falcon,12
1506,falter,Late Middle English (in the senses ‘stammer’ and ‘stagger’): perhaps from the verb fold (which was occasionally used of the faltering of the legs or tongue) + -ter as in totter.,2
1507,familiar,"Middle English (in the sense ‘intimate’, ‘on a family footing’): from Old French familier, from Latin familiaris, from familia ‘household servants, family’, from famulus ‘servant’.",2
1508,farmer,farm,12
1509,farrier,"Mid 16th century: from Old French ferrier, from Latin ferrarius, from ferrum ‘iron, horseshoe’.",2
1510,father,"Old English fæder, of Germanic origin; related to Dutch vader and German Vater, from an Indo-European root shared by Latin pater and Greek patēr.",2
1511,fear,"Old English fǣr ‘calamity, danger’, fǣran ‘frighten’, also ‘revere’, of Germanic origin; related to Dutch gevaar and German Gefahr ‘danger’.",2
1512,feather,"Old English fether, of Germanic origin; related to Dutch veer and German Feder, from an Indo-European root shared by Sanskrit patra ‘wing’, Latin penna ‘feather’, and Greek pteron, pterux ‘wing’.",2
1513,federator,"Late 17th century; earliest use found in Isaac Chauncy (1632–1712), Independent minister. From federate + -or.",2
1514,feldspar,"Mid 18th century: alteration of German Feldspat, Feldspath, from Feld ‘field’ + Spat, Spath ‘spar’ (see spar). The form felspar is by mistaken association with German Fels ‘rock’.",2
1515,fellmonger,Mid16th century: from fell + -monger.,2
1516,fester,"Late Middle English: from the rare word fester ‘fistula’, later ‘festering sore’, or Old French festrir (verb), both from Old French festre (noun), from Latin fistula ‘pipe, reed, fistula’.",2
1517,fetor,"Late 15th century: from Latin, from fetere ‘to stink’. Compare with fetid.",2
1518,fetter,"Old English feter, of Germanic origin; related to Dutch veter ‘a lace’, from an Indo-European root shared by foot.",2
1519,fever,"Old English fēfor, from Latin febris; reinforced in Middle English by Old French fievre, also from febris.",2
1520,fiddler,fiddle,12
1521,filibuster,"Late 18th century: from French flibustier, first applied to pirates who pillaged the Spanish colonies in the West Indies. In the mid 19th century (via Spanish filibustero), the term denoted American adventurers who incited revolution in several Latin American states, whence filibuster (sense 2 of the noun). The verb was used to describe tactics intended to sabotage US congressional proceedings, whence filibuster (sense 1 of the noun).",2
1522,filler,fill,12
1523,filmer,Early 20th century; earliest use found in Moving Picture World. From film + -er.,2
1524,filter,"Late Middle English (denoting a piece of felt): from French filtre, from medieval Latin filtrum ‘felt used as a filter’, of West Germanic origin and related to felt.",2
1525,filterer,Late 18th century.,2
1526,financier,"Early 17th century: from French, from finance (see finance).",2
1527,finger,"Old English, of Germanic origin; related to Dutch vinger and German Finger.",2
1528,fisher,fish,12
1529,flapper,Late 19th century (originally in the sense ‘teenage girl’): perhaps from the noun flap in the dialect sense ‘newly fledged wild duck or partridge’ (or ‘woman of loose character’).,2
1530,fletcher,"Middle English: from Old French flechier, from fleche ‘arrow’.",2
1531,flicker,"Old English flicorian, flycerian ‘to flutter’, probably of Germanic origin and related to Low German flickern and Dutch flikkeren.",2
1532,flitter,Late Middle English: frequentative of flit.,2
1533,flivver,Early 20th century: of unknown origin.,2
1534,floor,"Old English flōr, of Germanic origin; related to Dutch vloer and German Flur.",2
1535,flor,"Late 19th century: from Spanish, literally ‘flower’.",2
1536,flounder,"Late 16th century: perhaps a blend of founder and blunder, or perhaps symbolic, fl- frequently beginning words connected with swift or sudden movement.",2
1537,flower,"Middle English flour, from Old French flour, flor, from Latin flos, flor-. The original spelling was no longer in use by the late 17th century except in its specialized sense ‘ground grain’ (see flour).",2
1538,fluorspar,"Late 18th century: from fluor ‘a flow, a mineral used as a flux, fluorspar’ (from Latin fluor, from fluere ‘to flow’) + spar.",2
1539,fluster,"Early 17th century (in the sense ‘make slightly drunk’): perhaps of Scandinavian origin and related to Icelandic flaustra ‘hurry, bustle’.",2
1540,flutter,"Old English floterian, flotorian, a frequentative form related to fleet.",2
1541,fodder,"Old English fōdor, of Germanic origin; related to Dutch voeder and German Futter, also to food.",2
1542,foliar,"Late 19th century: from modern Latin foliaris, from Latin folium ‘leaf’.",2
1543,footer,foot,12
1544,for,"Old English, probably a reduction of a Germanic preposition meaning ‘before’ (in place or time); related to German für, also to fore.",2
1545,foraminifer,"Mid 19th century: from Latin foramen, foramin- (see foramen) + -fer ‘bearing’ (from ferre ‘to bear’).",2
1546,forbear,"Old English forberan (see for-, bear). The original senses were ‘endure, bear with’, hence ‘endure the absence of, do without’, also ‘control oneself’, hence ‘refrain from’ ( Middle English).",2
1547,forebear,"Late 15th century: from fore + bear, variant of obsolete beer ‘someone who exists’ (from be + -er).",2
1548,forester,"Middle English: from Old French forestier, from forest (see forest).",2
1549,former,Middle English: from Old English forma (see foremost) + -er.,2
1550,founder,found,12
1551,foyer,"Late 18th century (denoting the centre of attention or activity): from French, ‘hearth, home’, based on Latin focus ‘domestic hearth’.",2
1552,frankfurter,From German Frankfurter Wurst ‘Frankfurt sausage’.,2
1553,frater,"Middle English: from Old French fraitur, shortening of refreitor, from late Latin refectorium ‘refectory’.",2
1554,freebooter,"Late 16th century: from Dutch vrijbuiter, from vrij ‘free’ + buit ‘booty’, + the noun suffix -er. Compare with filibuster.",2
1555,friar,"Middle English: from Old French frere, from Latin frater ‘brother’.",2
1556,fritter,"Early 18th century: based on obsolete fitter ‘break into fragments, shred’; perhaps related to German Fetzen ‘rag, scrap’.",2
1557,frontier,"Late Middle English: from Old French frontiere, based on Latin frons, front- ‘front’.",2
1558,fruiter,"Middle English (in the sense ‘fruit grower’): from Old French fruitier, from fruit ‘fruit’; in later use from fruit + -er. The current sense dates from the 19th century.",2
1559,fruiterer,fruit,12
1560,fuhrer,"From German Führer ‘leader’, part of the title Führer und Reichskanzler ‘Leader and Chancellor of the Empire’ assumed in 1934 by Adolf Hitler, Adolf.",2
1561,fuller,full,12
1562,fulmar,"Late 17th century: from Hebridean Norn dialect, from Old Norse fúll ‘stinking, foul’ (because of its habit of regurgitating its stomach contents when disturbed) + már ‘gull’.",2
1563,functor,"1930s: from function, on the pattern of words such as factor.",2
1564,funicular,Mid 17th century (in the sense ‘of or like a cord or thread’): from Latin funiculus (diminutive of funis ‘rope’) + -ar.,2
1565,furrier,"Middle English: from Old French forreor, from forrer ‘to line, sheathe’ (see fur). The change in the ending in the 16th century was due to association with -ier.",2
1566,fusilier,"Late 17th century: from French, from fusil (see fusil).",2
1567,gaffer,Late 16th century (in gaffer (sense 3 of the noun)): probably a contraction of godfather; compare with gammer.,2
1568,gaiter,"Early 18th century: from French guêtre, probably of Germanic origin and related to wrist.",2
1569,gambier,"Early 19th century: from Malay gambir, the name of the plant.",2
1570,gander,"Old English gandra, of Germanic origin; related to Dutch gander, also to gannet.",2
1571,ganister,Early 19th century: of unknown origin.,2
1572,gar,Mid 18th century: abbreviation.,2
1573,gardener,garden,12
1574,garter,"Middle English: from Old French gartier, from garet ‘bend of the knee, calf of the leg’, probably of Celtic origin.",2
1575,gasifier,Mid 19th century; earliest use found in Journal of the Society of Arts. From gasify + -er.,2
1576,gasometer,"Late 18th century (in the sense ‘container for holding or measuring a gas’): from French gazomètre, from gaz ‘gas’ + -mètre ‘(instrument) measuring’.",2
1577,gastarbeiter,"German, from Gast ‘guest’ + Arbeiter ‘worker’.",2
1578,gather,"Old English gaderian, of West Germanic origin; related to Dutch gaderen, also to together.",2
1579,gator,Mid 19th century: shortened form.,2
1580,gauleiter,"1930s: German, from Gau ‘administrative district’ + Leiter ‘leader’.",2
1581,gazar,"From French, from gaze (see gauze).",2
1582,gazetteer,"Early 17th century (in the sense ‘journalist’): via French from Italian gazzettiere, from gazzetta (see gazette). The current sense comes from a late 17th-century gazetteer called The Gazetteer&#39;s: or, Newsman&#39;s Interpreter: Being a Geographical Index.",2
1583,gear,"Middle English: of Scandinavian origin; compare with Old Norse gervi. Early senses expressed the general meaning ‘equipment or apparatus’, later ‘mechanism’: hence gear (sense 1 of the noun) (early 19th century).",2
1584,geezer,Late 19th century: representing a dialect pronunciation of earlier guiser ‘mummer’.,2
1585,gender,"Late Middle English: from Old French gendre (modern genre), based on Latin genus ‘birth, family, nation’. The earliest meanings were ‘kind, sort, genus’ and ‘type or class of noun, etc.’ (which was also a sense of Latin genus).",2
1586,genever,"Early 18th century: from Dutch, from Old French genevre, from an alteration of Latin juniperus (gin being flavoured with juniper berries). The variant spelling is due to association with Geneva.",2
1587,genitor,"Late Middle English (in the sense ‘father’): from Old French geniteur or Latin genitor, from the root of gignere ‘beget’. The current sense dates from the mid 20th century.",2
1588,geometer,"Late Middle English: from late Latin geometra, based on Greek geōmetrēs, from gē ‘earth’ + metrēs ‘measurer’.",2
1589,germander,"Late Middle English: from medieval Latin germandra, based on Greek khamaidrus, literally ‘ground oak’, from khamai ‘on the ground’ + drus ‘oak’ (because the leaves of some species were thought to resemble those of the oak).",2
1590,gerrymander,"Early 19th century: from the name of Governor Elbridge Gerry of Massachusetts + salamander, from the supposed similarity between a salamander and the shape of a new voting district on a map drawn when he was in office (1812), the creation of which was felt to favour his party; the map (with claws, wings, and fangs added) was published in the Boston Weekly Messenger, with the title The Gerry-Mander.",2
1591,gewurztraminer,"German, from Gewürz ‘spice’ + Traminer.",2
1592,geyser,"Late 18th century: from Icelandic Geysir, the name of a particular spring in Iceland; related to geysa ‘to gush’.",2
1593,gibber,Early 17th century: imitative.,2
1594,gillyflower,"Middle English gilofre (in the sense ‘clove’), from Old French gilofre, girofle, via medieval Latin from Greek karuophullon (from karuon ‘nut’ + phullon ‘leaf’). The ending was altered by association with flower, but gilliver survived in dialect.",2
1595,gimmer,"Late Middle English: from Old Norse gymbr, of unknown ultimate origin.",2
1596,ginger,"Late Old English gingifer, conflated in Middle English with Old French gingimbre, from medieval Latin gingiber, from Greek zingiberis, from Pali siṅgivera, of Dravidian origin.",2
1597,girder,"Early 17th century: from gird in the archaic sense ‘brace, strengthen’.",2
1598,glacier,"Mid 18th century: from French, from glace ‘ice’, based on Latin glacies.",2
1599,gladiator,"Late Middle English: from Latin, from gladius ‘sword’.",2
1600,glimmer,Late Middle English: probably of Scandinavian origin; related to Swedish glimra and Danish glimre.,2
1601,glister,Late Middle English: probably from Middle Low German glistern or Middle Dutch glisteren.,2
1602,glitter,Late Middle English: from Old Norse glitra.,2
1603,glossator,"Late Middle English: from medieval Latin, from glossare, from Latin glossa (see gloss).",2
1604,glower,"Late 15th century: perhaps a Scots variant of synonymous dialect glore, or from obsolete glow ‘to stare’, both possibly of Scandinavian origin.",2
1605,goaler,Late 19th century; earliest use found in Evening News (London). From goal + -er.,2
1606,goatsucker,Early 17th century: so named because the bird was thought to suck goats&#39; udders.,2
1607,gobar,Hindi.,2
1608,gofer,1960s: from go for (i.e. go and fetch).,2
1609,gomer,"1960s: origin uncertain; sense 1 perhaps from Gomer Pyle, a US television character portrayed as an ignorant hillbilly; sense 2 perhaps an acronym from get out of my emergency room.",2
1610,gondolier,"Early 17th century: via French from Italian gondoliere, from gondola (see gondola).",2
1611,goniometer,"Mid 18th century: from French goniomètre, from Greek gōnia ‘angle’ + French -mètre ‘(instrument) measuring’.",2
1612,goober,"Late 19th century: from an earlier sense ‘peanut’, from Kikongo nguba.",2
1613,goosander,Early 17th century: probably from goose + -ander as in dialect bergander ‘shelduck’ (the colouring of the male goosander resembling that of the shelduck).,2
1614,gopher,Late 18th century: perhaps from Canadian French gaufre ‘honeycomb’ (because the gopher ‘honeycombs’ the ground with its burrows).,2
1615,gossamer,"Middle English: apparently from goose + summer, perhaps from the time of year around St Martin&#39;s summer, i.e. early November, when geese were eaten (gossamer being common then).",2
1616,governor,govern,12
1617,grammar,"Late Middle English: from Old French gramaire, via Latin from Greek grammatikē (tekhnē) ‘(art) of letters’, from gramma, grammat- ‘letter of the alphabet, thing written’.",2
1618,grazier,graze,12
1619,greener,"Late 19th century: named after William Greener (1806–69) or his son William W. Greener, gunsmiths and authors.",2
1620,grenadier,"Late 17th century: from French, from grenade (see grenade).",2
1621,gricer,1960s: origin uncertain; perhaps a humorous representation of an upper-class pronunciation of grouser ‘grouse-shooter’.,2
1622,grocer,"Middle English (originally ‘a person who sold things in the gross’ (i.e. in large quantities)): from Old French grossier, from medieval Latin grossarius, from late Latin grossus ‘gross’.",2
1623,grouper,"Early 17th century: from Portuguese garoupa, probably from a local term in South America.",2
1624,guar,Late 19th century: from Hindi guār.,2
1625,guilder,Alteration of Dutch gulden (see gulden).,2
1626,guiser,"Late 15th century: from the archaic verb guise ‘dress fantastically’, from the noun guise.",2
1627,guitar,"Early 17th century: from Spanish guitarra (partly via French), from Greek kithara, denoting an instrument similar to the lyre.",2
1628,gunter,Late 18th century: named after E. Gunter (see Gunter&#39;s chain).,2
1629,gutter,gut,12
1630,haar,"Late 17th century: perhaps from Old Norse hárr ‘hoar, hoary’.",2
1631,haberdasher,"Middle English: probably based on Anglo-Norman French hapertas, perhaps the name of a fabric, of unknown origin. In early use the term denoted a dealer in a variety of household goods, later also specifically a hatter. Current senses date from the early 17th century.",2
1632,hackbutter,Early 16th century. Apparently from hackbut (although this is first attested slightly later) + -er.,2
1633,hackster,"Late 16th century; earliest use found in Edward Hake (fl. 1564–1604), lawyer and satirist. From hack + -ster.",2
1634,halberdier,"Early 16th century: from French hallebardier, from hallebarde (see halberd).",2
1635,haler,"From Czech haléř, from Middle High German haller, from Schwäbisch Hall, a town in Germany where coins were minted.",2
1636,halter,"Old English hælftre, of Germanic origin, meaning ‘something to hold things by’; related to German Halfter, also to helve.",2
1637,hamburger,"Late 19th century (originally US): from German, from Hamburg.",2
1638,hammer,"Old English hamor, hamer, of Germanic origin: related to Dutch hamer, German Hammer, and Old Norse hamarr ‘rock’. The original sense was probably ‘stone tool’.",2
1639,hamper,"Middle English (denoting any large case or casket): from Anglo-Norman French hanaper ‘case for a goblet’, from Old French hanap ‘goblet’, of Germanic origin.",2
1640,hamster,"Early 17th century: from German, from Old High German hamustro ‘corn weevil’.",2
1641,hander,Late 17th century; earliest use found in The London Gazette. From hand + -er.,2
1642,handshaker,"Mid 19th century; earliest use found in Harriet Martineau (1802–1876), writer and journalist. From hand + shaker, after to shake hands.",2
1643,handworker,"Late 15th century; earliest use found in Table Prouffytable Lernynge. From hand + worker, perhaps after Middle Dutch hantwerker (Dutch handwerker).",2
1644,hangar,Late 17th century (in the sense ‘shelter’): from French; probably from Germanic bases meaning ‘hamlet’ and ‘enclosure’.,2
1645,hanger,hang,12
1646,hanker,Early 17th century: probably related to hang; compare with Dutch hunkeren.,2
1647,harbinger,"Middle English: from Old French herbergere, from herbergier ‘provide lodging for’, from herberge ‘lodging’, from Old Saxon heriberga ‘shelter for an army, lodging’ (from heri ‘army’ + a Germanic base meaning ‘fortified place’), related to harbour. The term originally denoted a person who provided lodging, later one who went ahead to find lodgings for an army or for a nobleman and his retinue, hence, a herald (mid 16th century).",2
1648,hardanger,"Mid 19th century (in an earlier sense). From Hardanger, the name of a district in western Norway, where the violin and embroidery were originally made.",2
1649,harrier,harry,12
1650,hatcher,"Mid 16th century; earliest use found in Roger Hutchinson (d. 1555), religious writer. From hatch + -er.",2
1651,hatmaker,Late Middle English. From hat + maker.,2
1652,haver,Early 18th century: of unknown origin.,2
1653,hawker,hawk,12
1654,hawser,"Middle English: from Anglo-Norman French haucer, from Old French haucier ‘to hoist’, based on Latin altus ‘high’.",2
1655,hazer,Mid 19th century: from haze + -er.,2
1656,heather,"Old English hadre, hedre (recorded in place names), of unknown origin. The word was chiefly Scots until the 16th century; the change in the first syllable in the 18th century was due to association with heath.",2
1657,heifer,"Old English heahfore, of unknown origin.",2
1658,heldentenor,"1920s: German, literally ‘hero tenor’.",2
1659,helicobacter,"1980s. From scientific Latin Helicobacter, genus name from ancient Greek ἑλικο- + -bacter.",2
1660,helicopter,"Late 19th century: from French hélicoptère, from Greek helix ‘spiral’ + pteron ‘wing’.",2
1661,helldiver,"Mid 19th century; earliest use found in Washington Irving (1783–1859), author.",2
1662,heller,"From German Heller, earlier haller (see haler).",2
1663,heptamer,1940s; earliest use found in Journal of the American Chemical Society.,2
1664,her,"Old English hire, genitive and dative of hīo, hēo ‘she’.",2
1665,heritor,"Late Middle English: from Anglo-Norman French heriter, based on Latin hereditarius (see hereditary). The spelling change in the 16th century was by association with words ending in -or.",2
1666,heuriger,"Austrian German, literally ‘this year&#39;s (wine)’.",2
1667,hexameter,"Late Middle English: from Latin, from Greek hexametros ‘of six measures’ (from hex ‘six’ + metron ‘measure’).",2
1668,hipster,"1930s (in sense ‘female jazz dancer’, then ‘fashionable person in the jazz world’): from hip + -ster.",2
1669,hoar,"Old English hār, of Germanic origin; related to German hehr ‘majestic, noble’.",2
1670,holler,Late 17th century (as a verb): variant of the rare verb hollo; related to halloo.,2
1671,holster,"Mid 17th century: corresponding to and contemporary with Dutch holster, of unknown origin.",2
1672,homager,"Late Middle English; earliest use found in Geoffrey Chaucer (c1340–1400), poet and administrator. Partly from homage + -er, and partly from Anglo-Norman homager person who owes homage.",2
1673,homecomer,"Mid 16th century; earliest use found in John Palsgrave (d. 1554), teacher and scholar of languages. From home + comer.",2
1674,honer,"Late 18th century; earliest use found in The London Magazine. Partly from hone + -er, and partly (in later use) from hone + -er.",2
1675,hooker,hook,12
1676,hooper,Middle English: from hoop.,2
1677,hoor,Representing a regional pronunciation of whore.,2
1678,hoover,"1920s: named after W. H. Hoover (see Hoover, William).",2
1679,horror,"Middle English: via Old French from Latin horror, from horrere ‘tremble, shudder’ (see horrid).",2
1680,hospitaller,"Middle English: from Old French hospitalier, from medieval Latin hospitalarius, from hospitale (see hospital).",2
1681,hospodar,"From Romanian, from Ukrainian hospodar; related to Russian gospodarʹ, from gospodʹ ‘lord’.",2
1682,hotelier,"Early 20th century: from French hôtelier, from Old French hostelier ‘innkeeper’ (see hostelry).",2
1683,houser,"Late Middle English; earliest use found in The Prymer, or lay folks&#39; prayer book. From house + -er.",2
1684,houseworker,Mid 19th century; earliest use found in Documents Senate State New York 1840.,2
1685,howitzer,"Late 17th century: from Dutch houwitser, from German Haubitze, from Czech houfnice ‘catapult’.",2
1686,huckster,"Middle English (in the sense ‘retailer at a stall, hawker’): probably of Low German origin.",2
1687,humbucker,1950s: from hum + buck + -er.,2
1688,humdinger,Early 20th century (originally US): of unknown origin.,2
1689,humidor,"Early 20th century: from humid, on the pattern of cuspidor.",2
1690,hunger,"Old English hungor (noun), hyngran (verb), of Germanic origin; related to Dutch honger and German Hunger.",2
1691,hunker,Early 18th century: probably related to Dutch huiken and German hocken.,2
1692,hussar,"From Hungarian huszár, from Old Serbian husar, from Italian corsaro (see corsair).",2
1693,icemaker,Late 18th century. From ice + maker.,2
1694,ichor,Mid 17th century: from Greek ikhōr.,2
1695,ideomotor,"Mid 19th century; earliest use found in William Carpenter (1813–1885), biologist and university administrator. From ideo- + motor.",2
1696,idolater,"Late Middle English: from Old French idolatre, based on Greek eidōlolatrēs, from eidōlon (see idol) + -latrēs ‘worshipper’.",2
1697,iftar,"Ottoman Turkish ifṭār, from Arabic ifṭar ‘break a fast’.",2
1698,imaginator,"Late Middle English; earliest use found in John Metham (fl. 1448). From classical Latin imāgināt-, past participial stem of imāgināri imagine + -or. Compare post-classical Latin imaginator maker of images or statues, forger, contriver.",2
1699,imagineer,"1940s: from imagine, on the pattern of engineer.",2
1700,immunomodulator,"1970s; earliest use found in European Journal Cancer. From immuno- + modulator, after immunomodulation.",2
1701,imperator,"Latin, from imperare ‘to order, command’.",2
1702,impostor,"Late 16th century (in early use spelled imposture, and sometimes confused with imposture in meaning): from French imposteur, from late Latin impostor, contraction of impositor, from Latin imponere (see impose).",2
1703,improvisor,"Mid 19th century; earliest use found in William Godwin (1756–1836), philosopher and novelist. From improvise + -or.",2
1704,incisor,"Late 17th century: from medieval Latin, literally ‘cutter’, from Latin incis- (see incise).",2
1705,inclinometer,Mid 19th century: from Latin inclinare ‘to incline’ + -meter.,2
1706,includer,"Early 17th century; earliest use found in John Guillim (1550–1621), herald. From include + -er.",2
1707,inductor,"Mid 17th century (in the sense ‘a person who inducts or initiates’): from late Latin, from Latin inducere (see induce), or from induct + -or. Current senses date from the early 20th century.",2
1708,inferior,"Late Middle English (in inferior (sense 2 of the adjective)): from Latin, comparative of inferus ‘low’.",2
1709,inlier,"Mid 19th century: from in, on the pattern of outlier.",2
1710,inner,"Old English innerra, innra, comparative of in.",2
1711,inquisitor,"Late Middle English: from French inquisiteur, from Latin inquisitor, from the verb inquirere (see enquire).",2
1712,instar,"Late 19th century: from Latin, literally ‘form, likeness’.",2
1713,integer,"Early 16th century (as an adjective meaning ‘entire, whole’): from Latin, ‘intact, whole’, from in- (expressing negation) + the root of tangere ‘to touch’. Compare with entire, also with integral, integrate, and integrity.",2
1714,interior,"Late 15th century: from Latin, ‘inner’, comparative adjective from inter ‘within’.",2
1715,interlocutor,"Early 16th century: modern Latin, from Latin interlocut- ‘interrupted (by speech)’, from the verb interloqui, from inter- ‘between’ + loqui ‘speak’.",2
1716,interloper,interlope,12
1717,interpleader,"Mid 16th century: from Anglo-Norman French enterpleder, from enter- ‘between’ + pleder ‘to plead’.",2
1718,interpreter,interpret,12
1719,intoximeter,1950s: from intoxication (see intoxicate) + -meter.,2
1720,inver,Early 17th century: from Scottish Gaelic inbhir.,2
1721,ironfounder,Late 15th century. From iron + founder.,2
1722,ironworker,Late Middle English. From iron + worker. Compare ironwork.,2
1723,irregular,"Late Middle English (in the sense ‘not conforming to rule (especially that of the Church’)): via Old French from medieval Latin irregularis, from in- ‘not’ + regularis (see regular).",2
1724,isobar,"Mid 19th century: from Greek isobaros ‘of equal weight’, from isos ‘equal’ + baros ‘weight’.",2
1725,isomer,"Mid 19th century: from Greek isomerēs ‘sharing equally’, from isos ‘equal’ + meros ‘a share’.",2
1726,iyengar,"Named after B. K. S. Iyengar (1918–2014), the Indian yoga teacher who devised this method.",2
1727,jabber,Late 15th century: imitative.,2
1728,jaeger,"Mid 19th century (applied to any predatory seabird): from German Jäger ‘hunter’, from jagen ‘to hunt’.",2
1729,jaguar,"Early 17th century: from Portuguese, from Tupi-Guarani yaguára.",2
1730,janitor,"Mid 16th century: from Latin, from janua ‘door’.",2
1731,jar,"Late 16th century: from French jarre, from Arabic jarra.",2
1732,jasper,"Middle English (originally denoting any bright-coloured chalcedony other than carnelian): from Old French jasp(r)e, from Latin iaspis, from Greek, of oriental origin.",2
1733,jeer,Mid 16th century: of unknown origin.,2
1734,jerkwater,"Mid 19th century: from jerk + water, from the need for early railway engines to be supplied with water in remote areas, by dipping a bucket into a stream and ‘jerking’ it out by rope.",2
1735,jetliner,1940s: blend of jet and airliner.,2
1736,jetter,Late 18th century (in an earlier sense). From jet + -er.,2
1737,jeweller,jewel,12
1738,jigger,Mid 16th century (originally a slang word for a door): from the verb jig.,2
1739,jitter,1920s: of unknown origin.,2
1740,jobber,"Late 17th century (in the sense ‘broker, middleman’, originally not derogatory): from job.",2
1741,jobmaster,Early 19th century; earliest use found in The Sporting Magazine. From job + master.,2
1742,joinder,"Late Middle English: from Anglo-Norman French, from Old French joindre ‘to join’.",2
1743,joiner,join,12
1744,josser,Late 19th century (in Australian sense ‘a clergyman’): from joss + -er.,2
1745,judder,1930s: imitative; compare with shudder.,2
1746,judicator,"Early 17th century. From post-classical Latin iudicator person who judges from classical Latin iūdicāt-, past participial stem of iūdicāre to judge + -or.",2
1747,jugular,"Late 16th century: from late Latin jugularis, from Latin jugulum ‘collarbone, throat’, diminutive of jugum ‘yoke’.",2
1748,jumper,"Mid 19th century (in jumper (sense 2 of the noun)): probably from dialect jump ‘short coat’, perhaps from Scots jupe ‘a man&#39;s (later also a woman&#39;s) loose jacket or tunic’, via Old French from Arabic jubba. Compare with jibba.",2
1749,junior,"Middle English (as an adjective following a family name): from Latin, comparative of juvenis ‘young’.",2
1750,juniper,Late Middle English: from Latin juniperus.,2
1751,junker,1920s: from junk + -er.,2
1752,juror,"Late Middle English: from Old French jureor, from Latin jurator, from jurare ‘swear’, from jus, jur- ‘law’.",2
1753,justiciar,Late 15th century: from medieval Latin justitiarius (see justiciary).,2
1754,kaiser,"Middle English cayser, from Old Norse keisari, based on Latin Caesar (see Caesar), and later reinforced by Middle Dutch keiser. The modern English form (early 19th century) derives from German Kaiser.",2
1755,kapellmeister,"Mid 19th century: German, from Kapelle ‘court orchestra’ (from medieval Latin capella ‘chapel’) + Meister ‘master’.",2
1756,karabiner,1930s: shortened from German Karabiner-haken ‘spring hook’.,2
1757,kellner,"Mid 19th century; earliest use found in Proceedings of the Royal Society of London. From the name of Karl Kellner, German optical instrument maker, who introduced the eyepiece in 1849.",2
1758,keuper,Mid 19th century (originally a miners&#39; term): German.,2
1759,khabar,"Mid 19th century: from Urdu and Persian ḵabar, from Arabic.",2
1760,khazar,Of unknown origin.,2
1761,khor,Late 19th century: representing a pronunciation of Arabic ḵawr ‘low land between two stretches of higher ground’.,2
1762,kier,"Late 16th century: from Old Norse ker ‘container, tub’.",2
1763,kilter,Early 17th century: of unknown origin.,2
1764,kingmaker,"Used originally with reference to the Earl of Warwick (see Warwick, Richard Neville).",2
